0,1,2,3,4,5,6,7,8,9,10,11,12
ATMO-201-200,4,11,11,1,1,28 2.571,0.0,0.0,0.0,2.0,0.0,30 SCHADE G
,14.29%,39.29%,39.29%,3.57%,3.57%,,,,,,,
COURSE TOTAL:,4,11,11,1,1,28 2.571,0.0,0.0,0.0,2.0,0.0,30
,14.29%,39.29%,39.29%,3.57%,3.57%,,,,,,,
ATMO-202-200,7,4,3,0,0,14 3.286,0.0,0.0,0.0,0.0,0.0,14 PETRO R
,50.00%,28.57%,21.43%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,7,4,3,0,0,14 3.286,0.0,0.0,0.0,0.0,0.0,14
,50.00%,28.57%,21.43%,0.00%,0.00%,,,,,,,
ATMO-629-100,17,0,0,0,0,17 4.000,0.0,0.0,0.0,0.0,0.0,17 NORTH J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,17,0,0,0,0,17 4.000,0.0,0.0,0.0,0.0,0.0,17
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
DEPARTMENT TOTAL:,28,15,14,1,1,59 3.153,0.0,0.0,0.0,2.0,0.0,61
GEOG-202-200,41,69,2,11,,114 3.298,0.0,0.0,0.0,0.0,0.0,114 METOYER S
,35.96%,60.53%,1.75%,0.88%0.88%,,,,,,,,
COURSE TOTAL:,41,69,2,1 1,,114 3.298,0.0,0.0,0.0,0.0,0.0,114
,35.96%,60.53%,1.75%,0.88%   0.88%,,,,,,,,
GEOG-203-201,5,3,1,12,,12 2.667,0.0,0.0,0.0,0.0,0.0,12 HOUSER C
,41.67%,25.00%,8.33%,8.33%  16.67%,,,,,,,,
GEOG-203-202,3,4,1,03,,11 2.364,1.0,0.0,0.0,0.0,0.0,12 HOUSER C
,27.27%,36.36%,9.09%,0.00%  27.27%,,,,,,,,
COURSE TOTAL:,8,7,2,1 5,,23 2.522,1.0,0.0,0.0,0.0,0.0,24
,34.78%,30.43%,8.70%,4.35%  21.74%,,,,,,,,
GEOG-305-200,12,16,8,11,,38 2.974,1.0,0.0,0.0,0.0,0.0,39 PROUT E
,31.58%,42.11%,21.05%,2.63%2.63%,,,,,,,,
COURSE TOTAL:,12,16,8,1 1,,38 2.974,1.0,0.0,0.0,0.0,0.0,39
,31.58%,42.11%,21.05%,2.63%   2.63%,,,,,,,,
GEOG-380-250,11,1,0,00,,12 3.917,0.0,0.0,0.0,0.0,0.0,12 BRANNSTROM C
,91.67%,8.33%,0.00%,0.00%0.00%,,,,,,,,
COURSE TOTAL:,11,1,0,0 0,,12 3.917,0.0,0.0,0.0,0.0,0.0,12
,91.67%,8.33%,0.00%,0.00%   0.00%,,,,,,,,
GEOG-450-102,13,8,3,00,,24 3.417,0.0,0.0,0.0,0.0,0.0,24 LAFON C
,54.17%,33.33%,12.50%,0.00%0.00%,,,,,,,,
GEOG-450-150,6,0,0,00,,6 4.000,0.0,0.0,0.0,0.0,0.0,6 HEYMAN W
,100.00%,0.00%,0.00%,0.00%0.00%,,,,,,,,
GEOG-450-250,11,1,0,00,,12 3.917,0.0,0.0,0.0,0.0,0.0,12 BRANNSTROM C
COURSE TOTAL:,30,9,3,0,0,42 3.643,0.0,0.0,0.0,0.0,0.0,42
,71.43%,21.43%,7.14%,0.00%,0.00%,,,,,,,
GEOG-489-150,5,0,0,0,0,5 4.000,0.0,0.0,0.0,0.0,0.0,5 HEYMAN W
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,5,0,0,0,0,5 4.000,0.0,0.0,0.0,0.0,0.0,5
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
GEOG-491-150,6,0,0,0,0,6 4.000,0.0,0.0,0.0,0.0,0.0,6 HEYMAN W
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0.0,0.0,0.0,0.0,0.0,6
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
DEPARTMENT TOTAL:,113,102,15,3,7,240 3.296,2.0,0.0,0.0,0.0,0.0,242
GEOL-101-101,3,6,6 1,,0,16 2.688,0.0,0.0,0.0,0.0,0.0,16 HAJASH A
,18.75%,37.50%,37.50%6.25%,,0.00%,,,,,,,
GEOL-101-102,2,5,8 2,,0,17 2.412,0.0,0.0,0.0,1.0,0.0,18 HAJASH A
,11.76%,29.41%,47.06%  11.76%,,0.00%,,,,,,,
GEOL-101-103,3,5,6 1,,0,15 2.667,0.0,0.0,0.0,0.0,0.0,15 HAJASH A
,20.00%,33.33%,40.00%6.67%,,0.00%,,,,,,,
GEOL-101-104,6,3,6 1,,0,16 2.875,0.0,0.0,0.0,1.0,0.0,17 HAJASH A
,37.50%,18.75%,37.50%6.25%,,0.00%,,,,,,,
GEOL-101-105,1,4,3 0,,0,8 2.750,0.0,0.0,0.0,0.0,0.0,8 HAJASH A
,12.50%,50.00%,37.50%0.00%,,0.00%,,,,,,,
COURSE TOTAL:,15,23,29 5,,0,72 2.667,0.0,0.0,0.0,2.0,0.0,74
,20.83%,31.94%,40.28%6.94%,,0.00%,,,,,,,
GEOL-300-150,4,23,0 0,,0,27 3.148,0.0,0.0,0.0,0.0,0.0,27 HEANEY M
,14.81%,85.19%,0.00%0.00%,,0.00%,,,,,,,
GEOL-300-151,10,11,4 0,,0,25 3.240,0.0,0.0,0.0,0.0,0.0,25 POPE M
,40.00%,44.00%,16.00%0.00%,,0.00%,,,,,,,
COURSE TOTAL:,14,34,4 0,,0,52 3.192,0.0,0.0,0.0,0.0,0.0,52
,26.92%,65.38%,7.69%0.00%,,0.00%,,,,,,,
OCNG-251-101,16,12,19 7,,0,54 2.685,0.0,0.0,0.0,1.0,0.0,55 MILLS H
,29.63%,22.22%,35.19%  12.96%,,0.00%,,,,,,,
COURSE TOTAL:,16,12,19 7,,0,54 2.685,0.0,0.0,0.0,1.0,0.0,55
,29.63%,22.22%,35.19%  12.96%,,0.00%,,,,,,,
OCNG-252-101,20,0,0 0,,0,20 4.000,0.0,0.0,0.0,0.0,0.0,20 CAMPBELL C
,100.00%,0.00%,0.00%0.00%,,0.00%,,,,,,,
OCNG-252-102,18,1,0 0,,0,19 3.947,0.0,0.0,0.0,1.0,0.0,20 CAMPBELL C
,94.74%,5.26%,0.00%0.00%,,0.00%,,,,,,,
OCNG-252-201,3,7,4 0,,0,14 2.929,0.0,0.0,0.0,0.0,0.0,14 DUNCAN R
,21.43%,50.00%,28.57%0.00%,,0.00%,,,,,,,
OCNG-252-202,2,7,1 0,,0,10 3.100,0.0,0.0,0.0,0.0,0.0,10 DUNCAN R
