0,1,2,3,4,5,6,7,8,9,10,11,12
ANTH-201-500,48,23,15 0,,1,87 3.345,1.0,0.0,0.0,1.0,0.0,89 BUTARIC L
,55.17%,26.44%,17.24%0.00%,,1.15%,,,,,,,
ANTH-201-502,47,64,37 10,,7,165 2.812,8.0,0.0,0.0,4.0,0.0,177 GURSKY-DOYEN S
,28.48%,38.79%,22.42%6.06%,,4.24%,,,,,,,
COURSE TOTAL:,95,87,52 10,,8,252 2.996,9.0,0.0,0.0,5.0,0.0,266
,37.70%,34.52%,20.63%3.97%,,3.17%,,,,,,,
ANTH-202-500,33,53,46 27,,6,165 2.485,1.0,0.0,0.0,6.0,0.0,172 CARLSON D
,20.00%,32.12%,27.88%  16.36%,,3.64%,,,,,,,
ANTH-205-501,64,89,32 12,,1,198 3.025,0.0,0.0,0.0,2.0,0.0,200 WINKING J
,32.32%,44.95%,16.16%6.06%,,0.51%,,,,,,,
ANTH-205-502,28,76,51 24,,10,189 2.466,4.0,0.0,0.0,6.0,0.0,199 BRYANT V
,14.81%,40.21%,26.98%  12.70%,,5.29%,,,,,,,
ANTH-205-503,12,7,2 1,,2,24 3.083,0.0,0.0,0.0,0.0,0.0,24 LAPORTE C
,50.00%,29.17%,8.33%4.17%,,8.33%,,,,,,,
ANTH-205-504,61,87,31 15,,2,196 2.969,0.0,0.0,0.0,3.0,0.0,199 BROPHY J
,31.12%,44.39%,15.82%7.65%,,1.02%,,,,,,,
ANTH-205-505,23,2,0 0,,0,25 3.920,0.0,0.0,0.0,0.0,0.0,25 DHANJU R
,92.00%,8.00%,0.00%0.00%,,0.00%,,,,,,,
ANTH-205-506,16,59,54 27,,14,170 2.212,1.0,0.0,0.0,20.0,0.0,191 ALVARD M
,9.41%,34.71%,31.76%  15.88%,,8.24%,,,,,,,
COURSE TOTAL:,204,320,170 79,,29,967 2.737,5.0,0.0,0.0,31.0,0.0,838
,25.44%,39.90%,21.20%9.85%,,3.62%,,,,,,,
ANTH-210-501,12,31,31 16,,4,94 2.330,0.0,0.0,0.0,3.0,0.0,97 ALVARD M
,12.77%,32.98%,32.98%  17.02%,,4.26%,,,,,,,
COURSE TOTAL:,34,45,37 18,,5,139 2.612,1.0,0.0,0.0,6.0,0.0,146
,24.46%,32.37%,26.62%  12.95%,,3.60%,,,,,,,
ANTH-225-501,1,5,6 3,,1,16 2.125,0.0,0.0,0.0,3.0,0.0,19 ATHREYA S
,6.25%,31.25%,37.50%  18.75%,,6.25%,,,,,,,
ANTH-225-502,2,4,6 3,,1,16 2.188,0.0,0.0,0.0,1.0,0.0,17 ATHREYA S
,12.50%,25.00%,37.50%  18.75%,,6.25%,,,,,,,
ANTH-225-503,2,3,5 4,,0,14 2.214,0.0,0.0,0.0,3.0,0.0,17 ATHREYA S
,14.29%,21.43%,35.71%  28.57%,,0.00%,,,,,,,
ANTH-225-504,0,1,8 4,,1,14 1.643,0.0,0.0,0.0,1.0,0.0,15 ATHREYA S
,0.00%,7.14%,57.14%  28.57%,,7.14%,,,,,,,
COURSE TOTAL:,5,13,25 14,,3,60 2.050,0.0,0.0,0.0,8.0,0.0,68
,8.33%,21.67%,41.67%  23.33%,,5.00%,,,,,,,
ANTH-301-500,6,25,23 13,,7,74 2.135,0.0,0.0,0.0,9.0,2.0,85 THOMS A
,8.11%,33.78%,31.08%  17.57%,,9.46%,,,,,,,
ANTH-302-500,23,7,0 1,,0,31 3.677,0.0,0.0,0.0,1.0,0.0,32 CREWS C
,74.19%,22.58%,0.00%3.23%,,0.00%,,,,,,,
ANTH-303-500,17,6,0 1,,0,24 3.625,0.0,0.0,0.0,0.0,0.0,24 ECKERT S
,70.83%,25.00%,0.00%4.17%,,0.00%,,,,,,,
ANTH-312-500,4,4,6 1,,1,16 2.562,0.0,0.0,0.0,0.0,0.0,16 DE RUITER D
,25.00%,25.00%,37.50%6.25%,,6.25%,,,,,,,
ANTH-314-500,10,14,14 7,,1,46 2.544,1.0,0.0,0.0,4.0,0.0,51 DANNHAEUSER N
,21.74%,30.43%,30.43%  15.22%,,2.17%,,,,,,,
ANTH-316-500,41,25,0 0,,0,66 3.621,0.0,1.0,0.0,1.0,0.0,68 SMITH C
,62.12%,37.88%,0.00%0.00%,,0.00%,,,,,,,
AMST-489-501,3,2,0 00,,,5 3.600,0.0,0.0,0.0,1.0,0.0,6 DUPRE N
,60.00%,40.00%,0.00%0.00%0.00%,,,,,,,,,
COURSE TOTAL:,3,4,1 0 0,,,14 3.250,0.0,0.0,0.0,1.0,0.0,9
,37.50%,50.00%,12.50%0.00%   0.00%,,,,,,,,,
ARAB-102-501,14,8,0 00,,,22 3.636,0.0,0.0,0.0,0.0,0.0,22 MOHAMMED M
,63.64%,36.36%,0.00%0.00%0.00%,,,,,,,,,
ARAB-102-502,12,5,0 00,,,17 3.706,0.0,0.0,0.0,0.0,0.0,17 MOHAMMED M
,70.59%,29.41%,0.00%0.00%0.00%,,,,,,,,,
COURSE TOTAL:,26,13,0 0 0,,,39 3.667,0.0,0.0,0.0,0.0,0.0,39
,66.67%,33.33%,0.00%0.00%   0.00%,,,,,,,,,
ARAB-202-501,12,5,1 02,,,20 3.250,0.0,0.0,0.0,0.0,0.0,20 ABUNAWAS M
,60.00%,25.00%,5.00%0.00%  10.00%,,,,,,,,,
ARAB-202-502,9,2,3 20,,,16 3.125,0.0,0.0,0.0,0.0,0.0,16 ABUNAWAS M
,56.25%,12.50%,18.75%  12.50%0.00%,,,,,,,,,
COURSE TOTAL:,21,7,4 2 2,,,36 3.194,0.0,0.0,0.0,0.0,0.0,36
,58.33%,19.44%,11.11%5.56%   5.56%,,,,,,,,,
ARAB-221-500,9,2,0 00,,,11 3.818,0.0,0.0,0.0,0.0,0.0,11 AYARI S
,81.82%,18.18%,0.00%0.00%0.00%,,,,,,,,,
ARAB-301-500,6,0,1 01,,,8 3.250,0.0,0.0,0.0,0.0,0.0,8 ABUNAWAS M
,75.00%,0.00%,12.50%0.00%  12.50%,,,,,,,,,
ARAB-302-502,2,8,1 00,,,11 3.091,0.0,0.0,0.0,0.0,0.0,11 AYARI S
,18.18%,72.73%,9.09%0.00%0.00%,,,,,,,,,
ARAB-491-501,4,0,0 00,,,4 4.000,0.0,0.0,0.0,0.0,0.0,4 AYARI S
,100.00%,0.00%,0.00%0.00%0.00%,,,,,,,,,
MUSC-286-500,2,0,0,0,0,2 4.000,0.0,0.0,0.0,0.0,0.0,2 BUSSIKI M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
MUSC-290-501,48,3,0,0,0,51 3.941,0.0,0.0,0.0,0.0,0.0,51 WADE J
,94.12%,5.88%,0.00%,0.00%,0.00%,,,,,,,
MUSC-290-502,2,0,0,0,0,2 4.000,0.0,0.0,0.0,0.0,0.0,2 WADE J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,50,3,0,0,0,104 3.943,0.0,0.0,0.0,0.0,0.0,53
,94.34%,5.66%,0.00%,0.00%,0.00%,,,,,,,
MUSC-302-500,7,0,0,0,0,7 4.000,0.0,0.0,0.0,0.0,0.0,7 LIEUWEN P
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
MUSC-312-900,2,2,7,0,1,12 2.333,0.0,0.0,0.0,0.0,0.0,12 HOUTCHENS H
,16.67%,16.67%,58.33%,0.00%,8.33%,,,,,,,
MUSC-317-500,10,2,0,0,1,13 3.538,0.0,0.0,0.0,1.0,0.0,14 MORRIS J
,76.92%,15.38%,0.00%,0.00%,7.69%,,,,,,,
MUSC-321-500,28,12,2,0,0,42 3.619,4.0,0.0,0.0,1.0,1.0,48 MARLOW L
,66.67%,28.57%,4.76%,0.00%,0.00%,,,,,,,
MUSC-324-501,33,17,13,3,0,66 3.212,0.0,0.0,0.0,1.0,0.0,67 GARIAZZO M
