0,1,2,3,4,5,6,7,8,9,10,11,12
BUSH-601-600,7,4,0,0,0,11 3.636,0.0,0.0,0.0,2.0,0.0,13 CERAMI J
,63.64%,36.36%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,7,4,0,0,0,11 3.636,0.0,0.0,0.0,2.0,0.0,13
,63.64%,36.36%,0.00%,0.00%,0.00%,,,,,,,
BUSH-631-600,17,1,0,0,0,18 3.944,0.0,0.0,0.0,0.0,0.0,18 SPRECHER C
,94.44%,5.56%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,17,1,0,0,0,18 3.944,0.0,0.0,0.0,0.0,0.0,18
,94.44%,5.56%,0.00%,0.00%,0.00%,,,,,,,
BUSH-635-601,14,9,0,0,0,23 3.609,0.0,0.0,0.0,0.0,0.0,23 LAHEY J
,60.87%,39.13%,0.00%,0.00%,0.00%,,,,,,,
BUSH-635-602,13,12,1,0,0,26 3.462,0.0,0.0,0.0,0.0,0.0,26 LAHEY J
,50.00%,46.15%,3.85%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,27,21,1,0,0,49 3.531,0.0,0.0,0.0,0.0,0.0,49
,55.10%,42.86%,2.04%,0.00%,0.00%,,,,,,,
INTA-602-700,6,0,0,0,0,6 4.000,0.0,0.0,0.0,1.0,0.0,7 DAVIS D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0.0,0.0,0.0,1.0,0.0,7
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
INTA-604-600,7,1,0,0,0,8 3.875,1.0,0.0,0.0,0.0,4.0,13 EL-HUSSEINI R
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,7,1,0,0,0,8 3.875,1.0,0.0,0.0,0.0,4.0,13
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,
INTA-605-601,8,6,0,0,0,14 3.571,0.0,0.0,0.0,1.0,0.0,15 LAYNE C
INTA-605-602,5,2,0,0,0,7 3.714,0.0,0.0,0.0,0.0,0.0,7 LAYNE C
,71.43%,28.57%,0.00%,0.00%,0.00%,,,,,,,
INTA-605-603,14,7,0,0,0,21 3.667,0.0,0.0,0.0,0.0,0.0,21 ENGEL J
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,
INTA-605-700,9,5,2,0,0,16 3.438,3.0,0.0,0.0,1.0,0.0,20 GUERTNER G
,56.25%,31.25%,12.50%,0.00%,0.00%,,,,,,,
INTA-605-720,5,1,0,0,0,6 3.833,0.0,0.0,0.0,0.0,0.0,6 GUERTNER G
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,41,21,2,0,0,64 3.609,3.0,0.0,0.0,2.0,0.0,69
,64.06%,32.81%,3.13%,0.00%,0.00%,,,,,,,
INTA-607-600,4,2,0,0,0,6 3.667,0.0,0.0,0.0,0.0,0.0,6 HUGILL P
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,4,2,0,0,0,6 3.667,0.0,0.0,0.0,0.0,0.0,6
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,
INTA-609-700,7,4,0,0,1,12 3.333,0.0,0.0,0.0,0.0,0.0,12 KRASKA J
,58.33%,33.33%,0.00%,0.00%,8.33%,,,,,,,
COURSE TOTAL:,7,4,0,0,1,12 3.333,0.0,0.0,0.0,0.0,0.0,12
,58.33%,33.33%,0.00%,0.00%,8.33%,,,,,,,
INTA-612-600,9,3,0,0,0,12 3.750,0.0,0.0,0.0,0.0,0.0,12 SIEVERT R
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,9,3,0,0,0,12 3.750,0.0,0.0,0.0,0.0,0.0,12
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,
INTA-613-601,9,0,0,0,0,9 4.000,0.0,0.0,0.0,0.0,0.0,9 NAPPER L
INTA-613-602,9,1,0,0,0,10 3.900,0.0,0.0,0.0,0.0,0.0,10 NAPPER L
,90.00%,10.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,18,1,0,0,0,19 3.947,0.0,0.0,0.0,0.0,0.0,19
,94.74%,5.26%,0.00%,0.00%,0.00%,,,,,,,
