0,1,2,3,4,5,6,7,8,9,10,11,12
ECON-202-401,7,0,1,0,0,8 3.750,0.0,0.0,0.0,0.0,0.0,8 BOUDREAUX L
,87.50%,0.00%,12.50%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,7,0,1,0,0,8 3.750,0.0,0.0,0.0,0.0,0.0,8
,87.50%,0.00%,12.50%,0.00%,0.00%,,,,,,,
DEPARTMENT TOTAL:,7,0,1,0,0,8 3.750,0.0,0.0,0.0,0.0,0.0,8
,87.50%,0.00%,12.50%,0.00%,0.00%,,,,,,,
COLLEGE TOTAL:,7,0,1,0,0,8 3.750,0.0,0.0,0.0,0.0,0.0,8
ANTH-202-401,5,4,1 1,0,,11 3.182,1.0,0.0,0.0,0.0,0.0,12 OERTLING T
,45.45%,36.36%,9.09%9.09%,0.00%,,,,,,,,
COURSE TOTAL:,5,4,1 1,0,,11 3.182,1.0,0.0,0.0,0.0,0.0,12
,45.45%,36.36%,9.09%9.09%,0.00%,,,,,,,,
CAEN-101-401,10,21,5 3,1,,40 2.900,0.0,0.0,0.0,0.0,0.0,40 KUHL M
,25.00%,52.50%,12.50%7.50%,2.50%,,,,,,,,
CAEN-101-402,7,6,1 1,5,,20 2.450,0.0,0.0,0.0,0.0,0.0,20 EDWARDS P
,35.00%,30.00%,5.00%5.00%  25.00%,,,,,,,,,
CAEN-101-403,15,10,5 2,0,,32 3.188,0.0,0.0,0.0,0.0,0.0,32 MONTELONGO R
,46.88%,31.25%,15.63%6.25%,0.00%,,,,,,,,
COURSE TOTAL:,32,37,11 6,6,,92 2.902,0.0,0.0,0.0,0.0,0.0,92
,34.78%,40.22%,11.96%6.52%,6.52%,,,,,,,,
ENGL-104-401,6,6,4 0,1,,17 2.941,0.0,0.0,0.0,0.0,0.0,17 BOUDREAUX T
,35.29%,35.29%,23.53%0.00%,5.88%,,,,,,,,
ENGL-104-402,0,9,5 0,0,,14 2.643,0.0,0.0,0.0,0.0,0.0,14 TRABER D
,0.00%,64.29%,35.71%0.00%,0.00%,,,,,,,,
COURSE TOTAL:,6,15,9 0,1,,31 2.806,0.0,0.0,0.0,0.0,0.0,31
,19.35%,48.39%,29.03%0.00%,3.23%,,,,,,,,
ENGL-251-301,7,9,10 3,0,,29 2.690,0.0,0.0,0.0,0.0,0.0,29 CURLEY S
,24.14%,31.03%,34.48%  10.34%,0.00%,,,,,,,,
COURSE TOTAL:,7,9,10 3,0,,29 2.690,0.0,0.0,0.0,0.0,0.0,29
,24.14%,31.03%,34.48%  10.34%,0.00%,,,,,,,,
ENGL-301-301,9,6,1 0,0,,16 3.500,0.0,0.0,0.0,0.0,0.0,16 SLABAUGH L
ECON-311-301,4,5,2,0,0,11 3.182,0.0,0.0,0.0,0.0,0.0,11 ALEXANDER E
,36.36%,45.45%,18.18%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,4,5,2,0,0,11 3.182,0.0,0.0,0.0,0.0,0.0,11
,36.36%,45.45%,18.18%,0.00%,0.00%,,,,,,,
DEPARTMENT TOTAL:,4,5,2,0,0,11 3.182,0.0,0.0,0.0,0.0,0.0,11
,36.36%,45.45%,18.18%,0.00%,0.00%,,,,,,,
COLLEGE TOTAL:,4,5,2,0,0,11 3.182,0.0,0.0,0.0,0.0,0.0,11
ECON-323-301,2,3,4 1,,0,10 2.600,0.0,0.0,0.0,0.0,0.0,10 ALEXANDER W
,20.00%,30.00%,40.00%  10.00%,,0.00%,,,,,,,
COURSE TOTAL:,2,3,4 1,,0,10 2.600,0.0,0.0,0.0,0.0,0.0,10
,20.00%,30.00%,40.00%  10.00%,,0.00%,,,,,,,
ECON-452-401,5,8,4 0,,0,17 3.059,0.0,0.0,0.0,0.0,0.0,17 ALEXANDER W
,29.41%,47.06%,23.53%0.00%,,0.00%,,,,,,,
COURSE TOTAL:,5,8,4 0,,0,17 3.059,0.0,0.0,0.0,0.0,0.0,17
,29.41%,47.06%,23.53%0.00%,,0.00%,,,,,,,
FINC-341-301,3,4,3 2,,0,12 2.667,0.0,0.0,0.0,0.0,0.0,12 KNOX K
,25.00%,33.33%,25.00%  16.67%,,0.00%,,,,,,,
COURSE TOTAL:,3,4,3 2,,0,12 2.667,0.0,0.0,0.0,0.0,0.0,12
,25.00%,33.33%,25.00%  16.67%,,0.00%,,,,,,,
INFO-303-301,5,5,2 1,,0,13 3.077,1.0,0.0,0.0,1.0,0.0,15 MILESKI J
,38.46%,38.46%,15.38%7.69%,,0.00%,,,,,,,
COURSE TOTAL:,5,5,2 1,,0,13 3.077,1.0,0.0,0.0,1.0,0.0,15
,38.46%,38.46%,15.38%7.69%,,0.00%,,,,,,,
INFO-364-301,6,4,1 0,,0,11 3.454,1.0,0.0,0.0,1.0,0.0,13 CIMINELLO V
,54.55%,36.36%,9.09%0.00%,,0.00%,,,,,,,
COURSE TOTAL:,6,4,1 0,,0,11 3.455,1.0,0.0,0.0,1.0,0.0,13
,54.55%,36.36%,9.09%0.00%,,0.00%,,,,,,,
MARA-205-301,4,3,3 0,,1,11 2.818,0.0,0.0,0.0,0.0,0.0,11 CLEARY J
,36.36%,27.27%,27.27%0.00%,,9.09%,,,,,,,
MARA-212-301,8,2,0 0,,0,10 3.800,0.0,0.0,0.0,0.0,0.0,10 BOUDREAUX L
,80.00%,20.00%,0.00%0.00%,,0.00%,,,,,,,
COURSE TOTAL:,8,2,0 0,,0,10 3.800,0.0,0.0,0.0,0.0,0.0,10
,80.00%,20.00%,0.00%0.00%,,0.00%,,,,,,,
MARA-363-301,7,1,0 0,,0,8 3.875,0.0,0.0,0.0,0.0,0.0,8 MILESKI J
,87.50%,12.50%,0.00%0.00%,,0.00%,,,,,,,
COURSE TOTAL:,7,1,0 0,,0,8 3.875,0.0,0.0,0.0,0.0,0.0,8
