0,1,2,3,4,5,6,7,8,9,10,11,12
ANTH-201-200,16,2,0 0,,0,18 3.889,0.0,0.0,0.0,0.0,0.0,18 CARLSON D
,88.89%,11.11%,0.00%0.00%,,0.00%,,,,,,,
ANTH-201-501,13,35,35 18,,11,112 2.188,3.0,0.0,0.0,11.0,0.0,126 ATHREYA S
,11.61%,31.25%,31.25%  16.07%,,9.82%,,,,,,,
ANTH-201-502,3,7,0 2,,1,13 2.692,0.0,0.0,0.0,0.0,0.0,13 CARLSON D
,23.08%,53.85%,0.00%  15.38%,,7.69%,,,,,,,
ANTH-201-503,35,37,14 6,,4,96 2.969,0.0,0.0,0.0,3.0,0.0,99 KRZTON A
,36.46%,38.54%,14.58%6.25%,,4.17%,,,,,,,
COURSE TOTAL:,67,81,49 26,,16,239 2.657,3.0,0.0,0.0,14.0,0.0,256
,28.03%,33.89%,20.50%  10.88%,,6.69%,,,,,,,
ANTH-202-500,30,68,41 13,,10,162 2.586,0.0,0.0,0.0,10.0,0.0,172 THOMS A
,18.52%,41.98%,25.31%8.02%,,6.17%,,,,,,,
COURSE TOTAL:,30,68,41 13,,10,162 2.586,0.0,0.0,0.0,10.0,0.0,172
,18.52%,41.98%,25.31%8.02%,,6.17%,,,,,,,
ANTH-205-501,42,75,81 25,,4,227 2.555,1.0,0.0,0.0,9.0,9.0,246 BRYANT V
,18.50%,33.04%,35.68%  11.01%,,1.76%,,,,,,,
ANTH-205-502,11,10,3 0,,1,25 3.200,0.0,0.0,0.0,0.0,0.0,25 LAPORTE C
,44.00%,40.00%,12.00%0.00%,,4.00%,,,,,,,
ANTH-205-503,50,87,43 13,,2,195 2.872,0.0,0.0,0.0,3.0,0.0,198 WINKING J
,25.64%,44.62%,22.05%6.67%,,1.03%,,,,,,,
ANTH-205-504,24,55,52 18,,4,153 2.503,1.0,0.0,0.0,19.0,6.0,179 BRYANT V
,15.69%,35.95%,33.99%  11.76%,,2.61%,,,,,,,
