0,1,2,3,4,5,6,7,8,9,10,11,12
AERS-101-501,22,10,2,0,0,34 3.588,0.0,0.0,0.0,0.0,0.0,34 OSBORNE C
,64.71%,29.41%,5.88%,0.00%,0.00%,,,,,,,
AERS-101-502,22,5,0,1,0,28 3.714,0.0,0.0,0.0,0.0,0.0,28 OSBORNE C
,78.57%,17.86%,0.00%,3.57%,0.00%,,,,,,,
AERS-101-503,11,11,2,0,0,24 3.375,0.0,0.0,0.0,0.0,0.0,24 OSBORNE C
,45.83%,45.83%,8.33%,0.00%,0.00%,,,,,,,
AERS-101-504,23,3,0,0,0,26 3.885,0.0,0.0,0.0,0.0,0.0,26 OSBORNE C
,88.46%,11.54%,0.00%,0.00%,0.00%,,,,,,,
AERS-101-506,21,6,0,0,0,27 3.778,0.0,0.0,0.0,0.0,0.0,27 OSBORNE C
,77.78%,22.22%,0.00%,0.00%,0.00%,,,,,,,
AERS-101-507,13,9,2,1,0,25 3.360,0.0,0.0,0.0,0.0,0.0,25 OSBORNE C
,52.00%,36.00%,8.00%,4.00%,0.00%,,,,,,,
AERS-101-508,16,8,5,0,0,29 3.379,0.0,0.0,0.0,1.0,1.0,31 OSBORNE C
,55.17%,27.59%,17.24%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,128,52,11,2,0,193 3.585,0.0,0.0,0.0,1.0,1.0,195
,66.32%,26.94%,5.70%,1.04%,0.00%,,,,,,,
AERS-105-501,96,6,0,0,0,102 3.941,0.0,0.0,0.0,0.0,0.0,102 IVEY C
,94.12%,5.88%,0.00%,0.00%,0.00%,,,,,,,
AERS-105-502,190,10,1,0,2,203 3.902,0.0,0.0,0.0,1.0,0.0,204 IVEY C
,93.60%,4.93%,0.49%,0.00%,0.99%,,,,,,,
AERS-105-503,85,5,0,0,2,92 3.859,0.0,0.0,0.0,0.0,0.0,92 IVEY C
,92.39%,5.43%,0.00%,0.00%,2.17%,,,,,,,
AERS-105-504,39,7,1,0,0,47 3.808,0.0,0.0,0.0,1.0,0.0,48 IVEY C
,82.98%,14.89%,2.13%,0.00%,0.00%,,,,,,,
AERS-201-501,8,16,5,00,,29 3.103,0.0,0.0,0.0,0.0,0.0,29 SAGENDORPH W
,27.59%,55.17%,17.24%,0.00%0.00%,,,,,,,,
AERS-201-502,9,18,3,22,,34 2.882,0.0,0.0,0.0,0.0,0.0,34 SAGENDORPH W
,26.47%,52.94%,8.82%,5.88%5.88%,,,,,,,,
AERS-201-503,13,15,0,00,,28 3.464,0.0,0.0,0.0,0.0,0.0,28 SAGENDORPH W
,46.43%,53.57%,0.00%,0.00%0.00%,,,,,,,,
AERS-201-504,10,10,7,10,,28 3.036,0.0,0.0,0.0,0.0,0.0,28 SAGENDORPH W
,35.71%,35.71%,25.00%,3.57%0.00%,,,,,,,,
AERS-201-506,9,14,4,00,,27 3.185,0.0,0.0,0.0,0.0,0.0,27 SAGENDORPH W
,33.33%,51.85%,14.81%,0.00%0.00%,,,,,,,,
COURSE TOTAL:,49,73,19,3 2,,146 3.123,0.0,0.0,0.0,0.0,0.0,146
,33.56%,50.00%,13.01%,2.05%   1.37%,,,,,,,,
AERS-303-502,7,2,0,01,,10 3.400,0.0,0.0,0.0,0.0,0.0,10 IVEY C
,70.00%,20.00%,0.00%,0.00%  10.00%,,,,,,,,
AERS-303-503,17,1,0,00,,18 3.944,0.0,0.0,0.0,0.0,0.0,18 IVEY C
,94.44%,5.56%,0.00%,0.00%0.00%,,,,,,,,
COURSE TOTAL:,24,3,0,0 1,,28 3.750,0.0,0.0,0.0,0.0,0.0,28
,85.71%,10.71%,0.00%,0.00%   3.57%,,,,,,,,
AERS-403-501,6,6,0,00,,12 3.500,0.0,0.0,0.0,0.0,0.0,12 COHN W
,50.00%,50.00%,0.00%,0.00%0.00%,,,,,,,,
AERS-403-503,7,9,0,00,,16 3.438,0.0,0.0,0.0,0.0,0.0,16 COHN W
,43.75%,56.25%,0.00%,0.00%0.00%,,,,,,,,
COURSE TOTAL:,13,15,0,0 0,,28 3.464,0.0,0.0,0.0,0.0,0.0,28
,46.43%,53.57%,0.00%,0.00%   0.00%,,,,,,,,
SOMS-111-501,19,0,1 0,,0,20 3.900,0.0,0.0,0.0,0.0,0.0,20 KALMUS L
,95.00%,0.00%,5.00%0.00%,,0.00%,,,,,,,
SOMS-111-502,16,6,0 0,,0,22 3.727,0.0,0.0,0.0,0.0,0.0,22 PENA S
,72.73%,27.27%,0.00%0.00%,,0.00%,,,,,,,
SOMS-111-503,18,2,0 0,,1,21 3.714,0.0,0.0,0.0,0.0,0.0,21 PENA S
