0,1,2,3,4,5,6,7,8,9,10,11,12
CHEN-204-500,7,11,4,2,0,24 2.958,0.0,0.0,0.0,0.0,0.0,24 PALMER B
,29.17%,45.83%,16.67%,8.33%,0.00%,,,,,,,
COURSE TOTAL:,7,11,4,2,0,24 2.958,0.0,0.0,0.0,0.0,0.0,24
,29.17%,45.83%,16.67%,8.33%,0.00%,,,,,,,
CHEN-304-500,6,11,4,0,0,21 3.095,1.0,0.0,0.0,0.0,0.0,22 ABDEL-WAHAB A
,28.57%,52.38%,19.05%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,6,11,4,0,0,21 3.095,1.0,0.0,0.0,0.0,0.0,22
,28.57%,52.38%,19.05%,0.00%,0.00%,,,,,,,
CHEN-320-500,7,7,8,1,0,23 2.870,0.0,0.0,0.0,0.0,0.0,23 BUKUR D
,30.43%,30.43%,34.78%,4.35%,0.00%,,,,,,,
COURSE TOTAL:,7,7,8,1,0,23 2.870,0.0,0.0,0.0,0.0,0.0,23
,30.43%,30.43%,34.78%,4.35%,0.00%,,,,,,,
CHEN-354-500,11,8,2,0,0,21 3.429,0.0,0.0,0.0,0.0,0.0,21 ABDEL-WAHAB A
,52.38%,38.10%,9.52%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,11,8,2,0,0,21 3.429,0.0,0.0,0.0,0.0,0.0,21
,52.38%,38.10%,9.52%,0.00%,0.00%,,,,,,,
CHEN-424-500,2,7,1,0,0,10 3.100,0.0,0.0,0.0,0.0,0.0,10 ELBASHIR N
,20.00%,70.00%,10.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,7,1,0,0,10 3.100,0.0,0.0,0.0,0.0,0.0,10
,20.00%,70.00%,10.00%,0.00%,0.00%,,,,,,,
CHEN-425-500,4,4,1,0,0,9 3.333,0.0,0.0,0.0,0.0,0.0,9 LINKE P
,44.44%,44.44%,11.11%,0.00%,0.00%,,,,,,,
CHEN-455-500,8,6,0,0,0,14 3.571,0.0,0.0,0.0,0.0,0.0,14 VECHOT L
,57.14%,42.86%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,8,6,0,0,0,14 3.571,0.0,0.0,0.0,0.0,0.0,14
,57.14%,42.86%,0.00%,0.00%,0.00%,,,,,,,
CHEN-461-500,1,9,3,0,0,13 2.846,0.0,0.0,0.0,0.0,0.0,13 NOUNOU M
,7.69%,69.23%,23.08%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,9,3,0,0,13 2.846,0.0,0.0,0.0,0.0,0.0,13
,7.69%,69.23%,23.08%,0.00%,0.00%,,,,,,,
CHEN-481-500,10,1,0,0,0,11 3.909,0.0,0.0,0.0,0.0,0.0,11 VECHOT L
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,10,1,0,0,0,11 3.909,0.0,0.0,0.0,0.0,0.0,11
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,
CHEN-601-600,15,0,0,0,0,15 4.000,0.0,0.0,0.0,0.0,0.0,15 VECHOT L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,15,0,0,0,0,15 4.000,0.0,0.0,0.0,0.0,0.0,15
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
CHEN-604-600,5,9,0,1,1,16 3.000,0.0,0.0,0.0,0.0,1.0,17 NOUNOU M
,31.25%,56.25%,0.00%,6.25%,6.25%,,,,,,,
COURSE TOTAL:,5,9,0,1,1,16 3.000,0.0,0.0,0.0,0.0,1.0,17
,31.25%,56.25%,0.00%,6.25%,6.25%,,,,,,,
CHEN-623-600,5,3,1,0,0,9 3.444,0.0,0.0,0.0,0.0,0.0,9 CASTIER M
,55.56%,33.33%,11.11%,0.00%,0.00%,,,,,,,
KINE-198-503,4,3,2,01,,10 2.900,0.0,3.0,0.0,0.0,0.0,13 MINUS M
,40.00%,30.00%,20.00%,0.00%  10.00%,,,,,,,,
KINE-198-504,6,3,0,00,,9 3.667,0.0,9.0,0.0,0.0,0.0,18 CANTERBURY T
,66.67%,33.33%,0.00%,0.00%0.00%,,,,,,,,
