0,1,2,3,4,5,6,7,8,9,10,11,12
EDAD-610-600,17,0,0,0,0,17 4.000,0.0,0.0,0.0,0.0,0.0,17 COLE B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,17,0,0,0,0,17 4.000,0.0,0.0,0.0,0.0,0.0,17
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EDAD-622-600,14,0,0,0,0,14 4.000,0.0,0.0,0.0,0.0,0.0,14 COLE B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,14,0,0,0,0,14 4.000,0.0,0.0,0.0,0.0,0.0,14
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EDAD-630-600,9,0,0,0,0,9 4.000,0.0,0.0,0.0,0.0,0.0,9 SCHEURICH J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,0.0,0.0,0.0,0.0,0.0,9
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EDAD-631-600,15,0,0,0,0,15 4.000,0.0,0.0,0.0,0.0,0.0,15 ROBERTS D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,15,0,0,0,0,15 4.000,0.0,0.0,0.0,0.0,0.0,15
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EDAD-635-600,10,0,0,0,0,10 4.000,0.0,0.0,0.0,0.0,0.0,10 SCHEURICH J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,10,0,0,0,0,10 4.000,0.0,0.0,0.0,0.0,0.0,10
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EDAD-651-600,9,7,0,0,0,16 3.562,1.0,0.0,0.0,0.0,0.0,17 SAAVEDRA A
,56.25%,43.75%,0.00%,0.00%,0.00%,,,,,,,
EDAD-652-600,6,0,0,0,0,6 4.000,1.0,0.0,0.0,0.0,0.0,7 SKRLA L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,1.0,0.0,0.0,0.0,0.0,7
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EDAD-653-600,7,3,1,0,0,11 3.546,0.0,0.0,0.0,2.0,0.0,13 LINCOLN Y
,63.64%,27.27%,9.09%,0.00%,0.00%,,,,,,,
EDAD-653-601,16,0,0,0,0,16 4.000,0.0,1.0,0.0,0.0,0.0,17 GODDARD R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,23,3,1,0,0,27 3.815,0.0,1.0,0.0,2.0,0.0,30
,85.19%,11.11%,3.70%,0.00%,0.00%,,,,,,,
EDAD-669-600,13,4,0,0,0,17 3.765,0.0,0.0,0.0,0.0,0.0,17 PECK-PARROTT K
,76.47%,23.53%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,13,4,0,0,0,17 3.765,0.0,0.0,0.0,0.0,0.0,17
,76.47%,23.53%,0.00%,0.00%,0.00%,,,,,,,
EDAD-683-600,9,0,0,0,0,9 4.000,5.0,0.0,0.0,0.0,0.0,14 PECK-PARROTT K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,5.0,0.0,0.0,0.0,0.0,14
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EDAD-685-605,6,0,0,0,0,6 4.000,0.0,0.0,0.0,0.0,0.0,6 LECHUGA V
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0.0,0.0,0.0,0.0,0.0,6
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EDAD-689-601,10,0,0,0,0,10 4.000,9.0,0.0,0.0,0.0,0.0,19 BONNER F
CPSY-631-600,5,0,0,0,0,5 4.000,0.0,0.0,0.0,0.0,0.0,5 BROSSART D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,5,0,0,0,0,5 4.000,0.0,0.0,0.0,0.0,0.0,5
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
CPSY-639-601,7,0,0,0,0,7 4.000,0.0,0.0,0.0,0.0,0.0,7 CASTILLO L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,7,0,0,0,0,7 4.000,0.0,0.0,0.0,0.0,0.0,7
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
CPSY-666-601,6,0,0,0,0,6 4.000,0.0,0.0,0.0,0.0,0.0,6 CASTILLO L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0.0,0.0,0.0,0.0,0.0,6
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
CPSY-679-600,6,3,0,0,0,9 3.667,0.0,0.0,0.0,0.0,0.0,9 RIDLEY C
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,6,3,0,0,0,9 3.667,0.0,0.0,0.0,0.0,0.0,9
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,
CPSY-683-700,9,0,0,0,0,9 4.000,10.0,0.0,0.0,0.0,0.0,19 ZAHN M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,10.0,0.0,0.0,0.0,0.0,19
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
CPSY-685-643,5,0,0,0,0,5 4.000,0.0,0.0,0.0,0.0,0.0,5 ELLIOTT T
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EDTC-311-500,24,0,1,0,0,25 3.920,0.0,0.0,0.0,0.0,0.0,25 PACHA J
,96.00%,0.00%,4.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,24,0,1,0,0,25 3.920,0.0,0.0,0.0,0.0,0.0,25
,96.00%,0.00%,4.00%,0.00%,0.00%,,,,,,,
EDTC-602-700,15,0,0,0,1,16 3.750,2.0,0.0,0.0,0.0,0.0,18 PEDERSEN S
,93.75%,0.00%,0.00%,0.00%,6.25%,,,,,,,
COURSE TOTAL:,15,0,0,0,1,16 3.750,2.0,0.0,0.0,0.0,0.0,18
,93.75%,0.00%,0.00%,0.00%,6.25%,,,,,,,
EDTC-645-700,9,3,0,0,1,13 3.462,0.0,0.0,0.0,0.0,0.0,13 ZELLNER R
,69.23%,23.08%,0.00%,0.00%,7.69%,,,,,,,
COURSE TOTAL:,9,3,0,0,1,13 3.462,0.0,0.0,0.0,0.0,0.0,13
,69.23%,23.08%,0.00%,0.00%,7.69%,,,,,,,
EDTC-654-600,7,0,0,0,0,7 4.000,0.0,0.0,0.0,0.0,0.0,7 CIFUENTES L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EDTC-654-700,13,0,0,0,0,13 4.000,1.0,0.0,0.0,0.0,0.0,14 CIFUENTES L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,20,0,0,0,0,20 4.000,1.0,0.0,0.0,0.0,0.0,21
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EDTC-656-600,6,1,0,0,0,7 3.857,0.0,0.0,0.0,0.0,0.0,7 CIFUENTES L
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,
EDTC-656-700,4,1,0,0,0,5 3.800,0.0,0.0,0.0,0.0,0.0,5 CIFUENTES L
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,10,2,0,0,0,12 3.833,0.0,0.0,0.0,0.0,0.0,12
EDTC-689-600,6,0,0,0,0,6 4.000,0.0,0.0,0.0,0.0,0.0,6 PEDERSEN S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0.0,0.0,0.0,0.0,0.0,6
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EPFB-210-500,9,19,6,0,0,34 3.088,0.0,0.0,0.0,0.0,0.0,34 LYNCH P
,26.47%,55.88%,17.65%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,9,19,6,0,0,34 3.088,0.0,0.0,0.0,0.0,0.0,34
,26.47%,55.88%,17.65%,0.00%,0.00%,,,,,,,
EPFB-428-900,31,0,1,0,0,32 3.938,0.0,0.0,0.0,0.0,0.0,32 FOURNIER C
,96.88%,0.00%,3.13%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,31,0,1,0,0,32 3.938,0.0,0.0,0.0,0.0,0.0,32
,96.88%,0.00%,3.13%,0.00%,0.00%,,,,,,,
EPFB-484-501,30,0,0,0,0,30 4.000,1.0,0.0,0.0,0.0,0.0,31 HAMRICK DE MARIN S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EPFB-484-510,25,0,0,0,0,25 4.000,0.0,0.0,0.0,0.0,0.0,25 HAMRICK DE MARIN S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,55,0,0,0,0,55 4.000,1.0,0.0,0.0,0.0,0.0,56
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EPSY-320-500,48,2,0,0,0,50 3.960,0.0,0.0,0.0,0.0,0.0,50 JUNTUNE J
,96.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,48,2,0,0,0,50 3.960,0.0,0.0,0.0,0.0,0.0,50
,96.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,
EPSY-321-500,15,10,1,0,0,26 3.538,0.0,0.0,0.0,0.0,0.0,26 WOODWARD R
COURSE TOTAL:,15,10,1,0,0,26 3.538,0.0,0.0,0.0,0.0,0.0,26
,57.69%,38.46%,3.85%,0.00%,0.00%,,,,,,,
EPSY-430-200,9,0,0,0,0,9 4.000,0.0,0.0,0.0,0.0,0.0,9 WOODWARD R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EPSY-430-500,36,13,2,1,0,52 3.615,0.0,0.0,0.0,0.0,0.0,52 WOODWARD R
,69.23%,25.00%,3.85%,1.92%,0.00%,,,,,,,
COURSE TOTAL:,45,13,2,1,0,61 3.672,0.0,0.0,0.0,0.0,0.0,61
,73.77%,21.31%,3.28%,1.64%,0.00%,,,,,,,
EPSY-432-200,18,1,0,0,0,19 3.947,0.0,0.0,0.0,0.0,0.0,19 JUNTUNE J
,94.74%,5.26%,0.00%,0.00%,0.00%,,,,,,,
EPSY-432-500,56,5,3,0,0,64 3.828,1.0,0.0,0.0,0.0,0.0,65 JUNTUNE J
,87.50%,7.81%,4.69%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,74,6,3,0,0,83 3.855,1.0,0.0,0.0,0.0,0.0,84
,89.16%,7.23%,3.61%,0.00%,0.00%,,,,,,,
EPSY-435-501,8,5,3,1,0,17 3.176,0.0,0.0,0.0,0.0,0.0,17 HALL R
,47.06%,29.41%,17.65%,5.88%,0.00%,,,,,,,
EPSY-435-502,4,7,3,0,0,14 3.071,0.0,0.0,0.0,0.0,0.0,14 HALL R
,28.57%,50.00%,21.43%,0.00%,0.00%,,,,,,,
EPSY-435-503,0,5,6,1,0,12 2.333,0.0,0.0,0.0,1.0,0.0,13 HALL R
,0.00%,41.67%,50.00%,8.33%,0.00%,,,,,,,
EPSY-435-504,3,7,3,0,0,13 3.000,1.0,0.0,0.0,0.0,0.0,14 HALL R
,23.08%,53.85%,23.08%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,15,24,15,2,0,56 2.929,1.0,0.0,0.0,1.0,0.0,58
EPSY-485-532,20,0,0,0,0,20 4.000,0.0,0.0,0.0,0.0,0.0,20 HUGHES J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EPSY-485-546,5,0,0,0,0,5 4.000,0.0,0.0,0.0,0.0,0.0,5 JUNTUNE J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EPSY-485-560,8,0,0,0,0,8 4.000,1.0,0.0,0.0,0.0,0.0,9 LIEW J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,33,0,0,0,0,33 4.000,1.0,0.0,0.0,0.0,0.0,34
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
EPSY-602-700,17,4,0,0,0,21 3.810,0.0,0.0,0.0,0.0,0.0,21 LIEW J
,80.95%,19.05%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,17,4,0,0,0,21 3.810,0.0,0.0,0.0,0.0,0.0,21
,80.95%,19.05%,0.00%,0.00%,0.00%,,,,,,,
EPSY-622-602,17,2,1,0,0,20 3.800,0.0,0.0,0.0,0.0,0.0,20 WOODWARD R
,85.00%,10.00%,5.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,17,2,1,0,0,20 3.800,0.0,0.0,0.0,0.0,0.0,20
,85.00%,10.00%,5.00%,0.00%,0.00%,,,,,,,
EPSY-624-600,18,1,0,0,0,19 3.947,0.0,0.0,0.0,0.0,0.0,19 JUNTUNE J
,94.74%,5.26%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,18,1,0,0,0,19 3.947,0.0,0.0,0.0,0.0,0.0,19
,94.74%,5.26%,0.00%,0.00%,0.00%,,,,,,,
EPSY-631-600,7,0,0,0,0,7 4.000,0.0,0.0,0.0,1.0,0.0,8 GONZALEZ J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,7,0,0,0,0,7 4.000,0.0,0.0,0.0,1.0,0.0,8
EPSY-635-600,6,1,0,00,,7 3.857,0.0,0.0,0.0,0.0,0.0,7 HALL R
,85.71%,14.29%,0.00%,0.00%0.00%,,,,,,,,
COURSE TOTAL:,6,1,0,0 0,,7 3.857,0.0,0.0,0.0,0.0,0.0,7
,85.71%,14.29%,0.00%,0.00%   0.00%,,,,,,,,
