0,1,2,3,4,5,6,7,8,9,10,11,12
INTA-602-700,4,1,0,0,0,5 3.800,0.0,0.0,0.0,0.0,0.0,5 ROLLINS J
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,4,1,0,0,0,5 3.800,0.0,0.0,0.0,0.0,0.0,5
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,
INTA-605-700,14,2,1,0,0,17 3.765,0.0,0.0,0.0,0.0,0.0,17 LASALA P
,82.35%,11.76%,5.88%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,14,2,1,0,0,17 3.765,0.0,0.0,0.0,0.0,0.0,17
,82.35%,11.76%,5.88%,0.00%,0.00%,,,,,,,
INTA-614-700,7,0,1,0,0,8 3.750,0.0,0.0,0.0,0.0,0.0,8 WERMUTH M
,87.50%,0.00%,12.50%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,7,0,1,0,0,8 3.750,0.0,0.0,0.0,0.0,0.0,8
,87.50%,0.00%,12.50%,0.00%,0.00%,,,,,,,
INTA-617-100,9,4,0,0,0,13 3.692,1.0,0.0,0.0,0.0,0.0,14 CASTILLO J
,69.23%,30.77%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,9,4,0,0,0,13 3.692,1.0,0.0,0.0,0.0,0.0,14
,69.23%,30.77%,0.00%,0.00%,0.00%,,,,,,,
INTA-651-700,18,1,0,0,0,19 3.947,0.0,0.0,0.0,1.0,0.0,20 REYNOLDS K
,94.74%,5.26%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,18,1,0,0,0,19 3.947,0.0,0.0,0.0,1.0,0.0,20
,94.74%,5.26%,0.00%,0.00%,0.00%,,,,,,,
INTA-652-100,12,2,0,0,0,14 3.857,0.0,0.0,0.0,0.0,0.0,14 OLSON J
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,
INTA-680-700,2,3,0,00,,5 3.400,2.0,0.0,0.0,0.0,0.0,7 SMITH J
,40.00%,60.00%,0.00%,0.00%0.00%,,,,,,,,
COURSE TOTAL:,2,3,0,0 0,,5 3.400,2.0,0.0,0.0,0.0,0.0,7
,40.00%,60.00%,0.00%,0.00%   0.00%,,,,,,,,
INTA-682-700,5,1,0,00,,6 3.833,0.0,0.0,0.0,0.0,0.0,6 COAKLEY T
,83.33%,16.67%,0.00%,0.00%0.00%,,,,,,,,
COURSE TOTAL:,5,1,0,0 0,,6 3.833,0.0,0.0,0.0,0.0,0.0,6
,83.33%,16.67%,0.00%,0.00%   0.00%,,,,,,,,
PSAA-630-700,6,2,0,01,,9 3.333,0.0,0.0,0.0,1.0,0.0,10 BRIGHT L
,66.67%,22.22%,0.00%,0.00%  11.11%,,,,,,,,
COURSE TOTAL:,6,2,0,0 1,,9 3.333,0.0,0.0,0.0,1.0,0.0,10
,66.67%,22.22%,0.00%,0.00%  11.11%,,,,,,,,
PSAA-636-700,17,2,0,00,,19 3.895,0.0,0.0,0.0,0.0,0.0,19 LUM J
,89.47%,10.53%,0.00%,0.00%0.00%,,,,,,,,
COURSE TOTAL:,17,2,0,0 0,,19 3.895,0.0,0.0,0.0,0.0,0.0,19
,89.47%,10.53%,0.00%,0.00%   0.00%,,,,,,,,
PSAA-643-700,7,2,0,01,,10 3.400,1.0,0.0,0.0,1.0,0.0,12 BIES A
,70.00%,20.00%,0.00%,0.00%  10.00%,,,,,,,,
COURSE TOTAL:,7,2,0,0 1,,10 3.400,1.0,0.0,0.0,1.0,0.0,12
,70.00%,20.00%,0.00%,0.00%  10.00%,,,,,,,,
PSAA-644-700,5,5,0,10,,11 3.273,1.0,0.0,0.0,0.0,0.0,12 HAGERTY V
,45.45%,45.45%,0.00%,9.09%0.00%,,,,,,,,
