0,1,2,3,4,5,6,7,8,9,10,11,12
VIBS-305-301,4,14,17,3,2,40 2.375,0.0,0.0,0.0,2.0,0.0,42 RUOFF L
,10.00%,35.00%,42.50%,7.50%,5.00%,,,,,,,
COURSE TOTAL:,4,14,17,3,2,40 2.375,0.0,0.0,0.0,2.0,0.0,42
,10.00%,35.00%,42.50%,7.50%,5.00%,,,,,,,
VIBS-615-301,7,1,0,0,0,8 3.875,0.0,0.0,0.0,0.0,0.0,8 RUSSELL L
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,7,1,0,0,0,8 3.875,0.0,0.0,0.0,0.0,0.0,8
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,
VIBS-685-328,6,0,0,0,0,6 4.000,0.0,0.0,0.0,0.0,0.0,6 GASTEL B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0.0,0.0,0.0,0.0,0.0,6
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
DEPARTMENT TOTAL:,17,15,17,3,2,54 2.778,0.0,0.0,0.0,2.0,0.0,56
VTPP-401-253,8,0,0 0,,0,8 4.000,0.0,0.0,0.0,0.0,0.0,8 WASSER J
,100.00%,0.00%,0.00%0.00%,,0.00%,,,,,,,
COURSE TOTAL:,8,0,0 0,,0,8 4.000,0.0,0.0,0.0,0.0,0.0,8
,100.00%,0.00%,0.00%0.00%,,0.00%,,,,,,,
VTPP-423-300,1,2,12 5,,0,20 1.950,0.0,0.0,0.0,0.0,0.0,20 HERMAN J
,5.00%,10.00%,60.00%  25.00%,,0.00%,,,,,,,
VTPP-423-350,1,5,1 0,,0,7 3.000,0.0,0.0,0.0,0.0,0.0,7 HUNTER J
,14.29%,71.43%,14.29%0.00%,,0.00%,,,,,,,
COURSE TOTAL:,2,7,13 5,,0,27 2.222,0.0,0.0,0.0,0.0,0.0,27
,7.41%,25.93%,48.15%  18.52%,,0.00%,,,,,,,
VTPP-485-150,8,0,0 0,,0,8 4.000,0.0,0.0,0.0,0.0,0.0,8 HUNTER J
,100.00%,0.00%,0.00%0.00%,,0.00%,,,,,,,
VTPP-485-253,8,0,0 0,,0,8 4.000,0.0,0.0,0.0,0.0,0.0,8 WASSER J
,100.00%,0.00%,0.00%0.00%,,0.00%,,,,,,,
VTPP-485-301,34,0,0 0,,0,34 4.000,0.0,0.0,0.0,0.0,0.0,34 QUICK C
,100.00%,0.00%,0.00%0.00%,,0.00%,,,,,,,
VTPP-485-308,14,0,0 0,,0,14 4.000,0.0,0.0,0.0,0.0,0.0,14 BLUE MCLENDON A
,100.00%,0.00%,0.00%0.00%,,0.00%,,,,,,,
COURSE TOTAL:,64,0,0 0,,0,64 4.000,0.0,0.0,0.0,0.0,0.0,64
,100.00%,0.00%,0.00%0.00%,,0.00%,,,,,,,
VTPP-489-150,4,4,0 0,,0,8 3.500,0.0,0.0,0.0,0.0,0.0,8 SCOTT M
,50.00%,50.00%,0.00%0.00%,,0.00%,,,,,,,
COURSE TOTAL:,4,4,0 0,,0,8 3.500,0.0,0.0,0.0,0.0,0.0,8
VTPP-685-301,10,0,0,0,0,10 4.000,0.0,0.0,0.0,0.0,0.0,10 QUICK C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,10,0,0,0,0,10 4.000,0.0,0.0,0.0,0.0,0.0,10
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
VTPP-948-153,8,0,0,0,0,8 4.000,0.0,0.0,0.0,0.0,0.0,8 WASSER J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,8,0,0,0,0,8 4.000,0.0,0.0,0.0,0.0,0.0,8
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
DEPARTMENT TOTAL:,96,11,13,5,0,125 3.584,0.0,0.0,0.0,0.0,0.0,125
VPAT-642-300,6,0,0,0,0,6 4.000,0.0,1.0,0.0,0.0,0.0,7 WEEKS B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0.0,1.0,0.0,0.0,0.0,7
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
VTPB-405-301,26,14,4,0,0,44 3.500,0.0,0.0,0.0,0.0,0.0,44 OMRAN M
,59.09%,31.82%,9.09%,0.00%,0.00%,,,,,,,
VTPB-405-302,25,10,1,0,0,36 3.667,0.0,0.0,0.0,0.0,0.0,36 OMRAN M
,69.44%,27.78%,2.78%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,51,24,5,0,0,80 3.575,0.0,0.0,0.0,0.0,0.0,80
,63.75%,30.00%,6.25%,0.00%,0.00%,,,,,,,
DEPARTMENT TOTAL:,57,24,5,0,0,86 3.605,0.0,1.0,0.0,0.0,0.0,87
,66.28%,27.91%,5.81%,0.00%,0.00%,,,,,,,
COLLEGE TOTAL:,171,55,35,8,2,271 3.421,0.0,1.0,0.0,2.0,0.0,274
